question_id,node_id,node_name,cognitive_operation,cognitive_demand,reasoning
Q_M_01_202,N_M_01_013,Distance-formula pipeline with parametric unknowns,"Student must apply the shortest distance formula between two skew lines in symmetric form, but one or more direction ratios or point coordinates contain a parameter, requiring them to set the result equal to a given value and solve a secondary equation.",Formula with Judgment,Student recalls the shortest distance formula but must first identify which components contain unknowns and set up an equation equating the formula output to the given distance value before solving.
Q_M_01_203,N_M_01_013,Distance-formula pipeline with parametric unknowns,"Student must apply the shortest distance formula between two skew lines in symmetric form, but one or more direction ratios or point coordinates contain a parameter, requiring them to set the result equal to a given value and solve a secondary equation.",Formula with Judgment,Student recalls the shortest distance formula but must first identify which components contain unknowns and set up an equation equating the formula output to the given distance value before solving.
Q_M_01_204,N_M_01_011,Foot-of-perpendicular extraction,"Student must parametrize a point on a line or plane, set up the perpendicularity condition (dot product = 0) between the foot-to-given-point vector and the direction vector, and solve for the parameter to find the foot coordinates.",Formula with Judgment,"Student recalls the parametric representation and perpendicularity dot-product condition, but must determine which vector to dot with which direction vector — a non-trivial setup step."
Q_M_01_205,N_M_01_011,Foot-of-perpendicular extraction,"Student must parametrize a point on a line or plane, set up the perpendicularity condition (dot product = 0) between the foot-to-given-point vector and the direction vector, and solve for the parameter to find the foot coordinates.",Formula with Judgment,"Student recalls the parametric representation and perpendicularity dot-product condition, but must determine which vector to dot with which direction vector — a non-trivial setup step."
Q_M_01_206,N_M_01_012,Reflection through a geometric element,"Student must compute the mirror image of a point either in a plane or in a line, requiring setup of the foot-of-perpendicular as midpoint and then using the midpoint formula inversely to recover the image coordinates.",Formula with Judgment to Build Then Solve,"For reflection in a plane, it is retrieval_to_setup (standard formula). For reflection in a line, it shifts to setup_heavy because the student must first find the foot of perpendicular via parametrization and dot product before applying the midpoint formula inversely."
Q_M_01_206,N_M_01_003,Area computation via cross product in 3D,"Student must identify the relevant triangle or parallelogram in 3D space, compute two edge vectors, take their cross product, and find half the magnitude, often after first locating the vertices through line/plane operations.",Formula with Judgment to Build Then Solve,"When vertices are directly given, it is retrieval_to_setup (recall cross product formula). When vertices must first be found (e.g., as feet of perpendiculars or intersections), it shifts to setup_heavy because significant preliminary work is needed."
Q_M_01_207,N_M_01_003,Area computation via cross product in 3D,"Student must identify the relevant triangle or parallelogram in 3D space, compute two edge vectors, take their cross product, and find half the magnitude, often after first locating the vertices through line/plane operations.",Formula with Judgment to Build Then Solve,"When vertices are directly given, it is retrieval_to_setup (recall cross product formula). When vertices must first be found (e.g., as feet of perpendiculars or intersections), it shifts to setup_heavy because significant preliminary work is needed."
Q_M_01_208,N_M_01_008,Plane through intersection family + constraint,"Student must write the family of planes through the line of intersection of two given planes using a parameter λ, then apply an additional constraint (passing through a point, perpendicular to another plane, or at a given distance) to determine λ and the specific plane.",Formula with Judgment,"Student recalls the family P₁ + λP₂ = 0, but must determine what constraint to apply (point, distance, perpendicularity) and solve for λ accordingly."
Q_M_01_209,N_M_01_002,Perpendicular plane construction,"Student must find the equation of a plane that is perpendicular to one or two given planes and passes through a point or contains a line, requiring cross-product of normals to determine the new normal direction.",Formula with Judgment,"Student recalls that the normal to the desired plane is the cross product of the normals of the two given planes, then applies the point condition to find d — a structured recall-then-setup sequence."
Q_M_01_210,N_M_01_011,Foot-of-perpendicular extraction,"Student must parametrize a point on a line or plane, set up the perpendicularity condition (dot product = 0) between the foot-to-given-point vector and the direction vector, and solve for the parameter to find the foot coordinates.",Formula with Judgment,"Student recalls the parametric representation and perpendicularity dot-product condition, but must determine which vector to dot with which direction vector — a non-trivial setup step."
Q_M_01_211,N_M_01_008,Plane through intersection family + constraint,"Student must write the family of planes through the line of intersection of two given planes using a parameter λ, then apply an additional constraint (passing through a point, perpendicular to another plane, or at a given distance) to determine λ and the specific plane.",Formula with Judgment,"Student recalls the family P₁ + λP₂ = 0, but must determine what constraint to apply (point, distance, perpendicularity) and solve for λ accordingly."
Q_M_01_212,N_M_01_013,Distance-formula pipeline with parametric unknowns,"Student must apply the shortest distance formula between two skew lines in symmetric form, but one or more direction ratios or point coordinates contain a parameter, requiring them to set the result equal to a given value and solve a secondary equation.",Formula with Judgment,Student recalls the shortest distance formula but must first identify which components contain unknowns and set up an equation equating the formula output to the given distance value before solving.
Q_M_01_213,N_M_01_003,Area computation via cross product in 3D,"Student must identify the relevant triangle or parallelogram in 3D space, compute two edge vectors, take their cross product, and find half the magnitude, often after first locating the vertices through line/plane operations.",Formula with Judgment to Build Then Solve,"When vertices are directly given, it is retrieval_to_setup (recall cross product formula). When vertices must first be found (e.g., as feet of perpendiculars or intersections), it shifts to setup_heavy because significant preliminary work is needed."
Q_M_01_214,N_M_01_008,Plane through intersection family + constraint,"Student must write the family of planes through the line of intersection of two given planes using a parameter λ, then apply an additional constraint (passing through a point, perpendicular to another plane, or at a given distance) to determine λ and the specific plane.",Formula with Judgment,"Student recalls the family P₁ + λP₂ = 0, but must determine what constraint to apply (point, distance, perpendicularity) and solve for λ accordingly."
