question_id,error_id,error_name,error_type,description
Q_M_22_013,ERR_M_23_007,Symmetry-Reflexivity Conflation,Conceptual error,"The student conflates the diagonal elements (a,a) needed for reflexivity with the symmetric-pair additions, either double-counting pairs of the form (a,a) or omitting them when computing deficits for reflexivity vs. symmetry simultaneously."
Q_M_22_013,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_014,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_014,ERR_M_23_007,Symmetry-Reflexivity Conflation,Conceptual error,"The student conflates the diagonal elements (a,a) needed for reflexivity with the symmetric-pair additions, either double-counting pairs of the form (a,a) or omitting them when computing deficits for reflexivity vs. symmetry simultaneously."
Q_M_22_015,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_016,ERR_M_23_004,Transitivity Counterexample Oversight,Procedural error,"The student checks transitivity only on 'obvious' triples and misses a counterexample buried in a large relation, particularly when the relation is defined by an inequality (like 2+ab > 0) where sign combinations can produce unexpected failures."
Q_M_22_017,ERR_M_23_005,Vacuous Reflexivity on Empty Domain,Conceptual error,"The student fails to recognize that on domains like ℝ − {0}, a relation like ab ≥ 0 is not reflexive because 0·0 = 0 ≥ 0 but the domain-dependent version may exclude certain points, or conversely declares non-reflexivity when the domain actually makes the condition vacuously true."
Q_M_22_018,ERR_M_23_001,Disguised Identity Non-Recognition,Conceptual error,"When a relation is defined using a trigonometric or algebraic expression that simplifies to a tautology or known identity (e.g., sec²x − tan²y = 1 is always true), the student attempts case analysis instead of recognizing the identity, leading to incorrect property classification."
Q_M_22_019,ERR_M_23_004,Transitivity Counterexample Oversight,Procedural error,"The student checks transitivity only on 'obvious' triples and misses a counterexample buried in a large relation, particularly when the relation is defined by an inequality (like 2+ab > 0) where sign combinations can produce unexpected failures."
Q_M_22_020,ERR_M_23_006,Domain Boundary Misread in Absolute-Value Sets,Procedural error,"When resolving nested absolute-value inequalities like |(|x−3|−3)| ≤ 1, the student drops a branch or mishandles the sign split, producing an incorrect membership list that propagates through all subsequent counting."
Q_M_22_021,ERR_M_23_004,Transitivity Counterexample Oversight,Procedural error,"The student checks transitivity only on 'obvious' triples and misses a counterexample buried in a large relation, particularly when the relation is defined by an inequality (like 2+ab > 0) where sign combinations can produce unexpected failures."
Q_M_22_022,ERR_M_23_006,Domain Boundary Misread in Absolute-Value Sets,Procedural error,"When resolving nested absolute-value inequalities like |(|x−3|−3)| ≤ 1, the student drops a branch or mishandles the sign split, producing an incorrect membership list that propagates through all subsequent counting."
Q_M_22_022,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_023,ERR_M_23_008,Transitive Closure Undercount,Procedural error,"When computing the minimum elements to add for transitivity or equivalence, the student adds only the directly missing pairs (a,c) for existing (a,b) and (b,c) but fails to account for new transitivity obligations created by those additions, resulting in an undercount."
Q_M_22_023,ERR_M_23_007,Symmetry-Reflexivity Conflation,Conceptual error,"The student conflates the diagonal elements (a,a) needed for reflexivity with the symmetric-pair additions, either double-counting pairs of the form (a,a) or omitting them when computing deficits for reflexivity vs. symmetry simultaneously."
Q_M_22_024,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_025,ERR_M_23_007,Symmetry-Reflexivity Conflation,Conceptual error,"The student conflates the diagonal elements (a,a) needed for reflexivity with the symmetric-pair additions, either double-counting pairs of the form (a,a) or omitting them when computing deficits for reflexivity vs. symmetry simultaneously."
Q_M_22_026,ERR_M_23_003,Product-Set Index Confusion,Setup error,"When a relation is defined on A × B with condition involving (a₁,b₁) and (a₂,b₂), the student swaps which variable binds to which set or misinterprets the four-variable condition by accidentally treating it as a two-variable problem."
Q_M_22_026,ERR_M_23_004,Transitivity Counterexample Oversight,Procedural error,"The student checks transitivity only on 'obvious' triples and misses a counterexample buried in a large relation, particularly when the relation is defined by an inequality (like 2+ab > 0) where sign combinations can produce unexpected failures."
Q_M_22_027,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_027,ERR_M_23_007,Symmetry-Reflexivity Conflation,Conceptual error,"The student conflates the diagonal elements (a,a) needed for reflexivity with the symmetric-pair additions, either double-counting pairs of the form (a,a) or omitting them when computing deficits for reflexivity vs. symmetry simultaneously."
Q_M_22_028,ERR_M_23_009,Inclusion-Exclusion Sign Error,Procedural error,"In three-set PIE problems, the student either forgets to add back |A∩B∩C| or applies the wrong sign to pairwise intersection terms, especially when the problem gives bounds rather than exact values."
Q_M_22_028,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_029,ERR_M_23_002,Off-by-One in Enumeration,Procedural error,"When enumerating integer solutions to inequalities like 4x² + y² < 52, the student misclassifies boundary cases (strict vs. non-strict inequality) or miscounts by omitting zero or negative values."
Q_M_22_029,ERR_M_23_007,Symmetry-Reflexivity Conflation,Conceptual error,"The student conflates the diagonal elements (a,a) needed for reflexivity with the symmetric-pair additions, either double-counting pairs of the form (a,a) or omitting them when computing deficits for reflexivity vs. symmetry simultaneously."
Q_M_22_030,ERR_M_23_004,Transitivity Counterexample Oversight,Procedural error,"The student checks transitivity only on 'obvious' triples and misses a counterexample buried in a large relation, particularly when the relation is defined by an inequality (like 2+ab > 0) where sign combinations can produce unexpected failures."
Q_M_22_031,ERR_M_23_004,Transitivity Counterexample Oversight,Procedural error,"The student checks transitivity only on 'obvious' triples and misses a counterexample buried in a large relation, particularly when the relation is defined by an inequality (like 2+ab > 0) where sign combinations can produce unexpected failures."
Q_M_22_031,ERR_M_23_005,Vacuous Reflexivity on Empty Domain,Conceptual error,"The student fails to recognize that on domains like ℝ − {0}, a relation like ab ≥ 0 is not reflexive because 0·0 = 0 ≥ 0 but the domain-dependent version may exclude certain points, or conversely declares non-reflexivity when the domain actually makes the condition vacuously true."
Q_M_22_032,ERR_M_23_008,Transitive Closure Undercount,Procedural error,"When computing the minimum elements to add for transitivity or equivalence, the student adds only the directly missing pairs (a,c) for existing (a,b) and (b,c) but fails to account for new transitivity obligations created by those additions, resulting in an undercount."
Q_M_22_033,ERR_M_23_003,Product-Set Index Confusion,Setup error,"When a relation is defined on A × B with condition involving (a₁,b₁) and (a₂,b₂), the student swaps which variable binds to which set or misinterprets the four-variable condition by accidentally treating it as a two-variable problem."
