question_id,topic,concept_name
Q_M_00_193,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_193,Differential Equations,Integrating factor method
Q_M_00_193,Differential Equations,Solution curve passing through given point
Q_M_00_193,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_194,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_194,Differential Equations,Integrating factor method
Q_M_00_194,Differential Equations,Boundary value condition using limit (x → ∞ or x → 0⁺)
Q_M_00_194,Differential Equations,Limiting value of solution as independent variable → ∞
Q_M_00_194,Differential Equations,Tangent/normal to solution curve at specific point
Q_M_00_195,Differential Equations,Differential equation from arc-length or area condition
Q_M_00_195,Differential Equations,Separable differential equations
Q_M_00_195,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_195,Differential Equations,Solution curve passing through given point
Q_M_00_196,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_196,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_196,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_197,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_197,Differential Equations,Integrating factor method
Q_M_00_197,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_198,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_198,Differential Equations,Integrating factor method
Q_M_00_198,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_198,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_199,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_199,Differential Equations,Integrating factor method
Q_M_00_199,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_199,Differential Equations,Application of solution to evaluate a definite integral
Q_M_00_200,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_200,Differential Equations,Integrating factor method
Q_M_00_200,Differential Equations,Solution curve passing through given point
Q_M_00_200,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_201,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_201,Differential Equations,Integrating factor method
Q_M_00_201,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_201,Differential Equations,Trigonometric substitution in ODE solution
Q_M_00_201,Differential Equations,Intersection of solution curve with a given line or conic
Q_M_00_201,Differential Equations,Domain of solution (open interval determined by singularities)
Q_M_00_202,Differential Equations,Parametric differentiation to produce ODE
Q_M_00_202,Differential Equations,Second-order linear ODE coefficient identification
Q_M_00_202,Differential Equations,Second derivative computed from first-order ODE
Q_M_00_203,Differential Equations,Separable differential equations
Q_M_00_203,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_204,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_204,Differential Equations,Integrating factor method
Q_M_00_204,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_204,Differential Equations,Trigonometric substitution in ODE solution
Q_M_00_205,Differential Equations,Separable differential equations
Q_M_00_205,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_205,Differential Equations,Solution curve passing through given point
Q_M_00_206,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_206,Differential Equations,Integrating factor method
Q_M_00_206,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_206,Differential Equations,Substitution z = yⁿ (Bernoulli reduction)
Q_M_00_207,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_207,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_207,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_207,Differential Equations,Domain of solution (open interval determined by singularities)
Q_M_00_208,Differential Equations,Separable differential equations
Q_M_00_208,Differential Equations,Inverse trigonometric functions as integrating factor arguments
Q_M_00_208,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_208,Differential Equations,Intersection of solution curve with a given line or conic
Q_M_00_209,Differential Equations,Homogeneous differential equations (degree-based)
Q_M_00_209,Differential Equations,Substitution v = y/x (homogeneous reduction)
Q_M_00_209,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_209,Differential Equations,Area bounded by solution curve and axes
Q_M_00_210,Differential Equations,Separable differential equations
Q_M_00_210,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_210,Differential Equations,Area bounded by solution curve and axes
Q_M_00_211,Differential Equations,Elimination of arbitrary constants from family of curves
Q_M_00_211,Differential Equations,Order and degree of a differential equation
Q_M_00_211,Differential Equations,Degree when DE is polynomial in derivatives
Q_M_00_212,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_212,Differential Equations,Integrating factor method
Q_M_00_212,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_212,Differential Equations,Substitution z = yⁿ (Bernoulli reduction)
Q_M_00_213,Differential Equations,Linear DE with x as dependent variable (dx/dy + P(y)x = Q(y))
Q_M_00_213,Differential Equations,Integrating factor method
Q_M_00_213,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_00_213,Differential Equations,Solution curve passing through given point
Q_M_00_213,Differential Equations,Intersection of two solution curves
Q_M_00_214,Differential Equations,First-order linear ODE (standard form dy/dx + P(x)y = Q(x))
Q_M_00_214,Differential Equations,Integrating factor method
Q_M_00_214,Differential Equations,Initial value problem (IVP) solution and evaluation
Q_M_08_001,Differentiation,Differentiation of 3×3 determinants with functional entries
Q_M_08_001,Differentiation,Second derivative of explicit functions
Q_M_08_002,Differentiation,Cauchy-type functional equations and derivative properties
Q_M_08_002,Differentiation,Implicit differentiation involving transcendental relations
Q_M_08_003,Differentiation,Multiplicative functional equations and derivative
Q_M_08_004,Differentiation,Chain rule for inverse trigonometric compositions
Q_M_08_004,Differentiation,Second derivative of explicit functions
Q_M_08_005,Differentiation,Self-referential polynomial definitions f(x) = x³ + x²f'(1) + xf''(2) + f'''(3)
Q_M_08_006,Differentiation,Standard chain rule for two-layer compositions
Q_M_08_006,Differentiation,Derivative of composite involving exponential-log nesting
Q_M_08_007,Differentiation,Differentiability of piecewise functions at boundary points
Q_M_08_007,Differentiation,Limit-definition-based derivative computation
Q_M_08_008,Differentiation,Limit-definition-based derivative computation
Q_M_08_008,Differentiation,Inverse function theorem: g'(x) = 1/f'(g(x))
Q_M_08_009,Differentiation,First derivative dy/dx from parametric equations
Q_M_08_009,Differentiation,Second derivative d²y/dx² using parametric formula
Q_M_08_010,Differentiation,Inverse function theorem: g'(x) = 1/f'(g(x))
Q_M_08_011,Differentiation,Multiplicative functional equations and derivative
Q_M_08_012,Differentiation,Zero-counting of derivatives using Rolle's theorem
Q_M_08_013,Differentiation,Differentiation of 3×3 determinants with functional entries
Q_M_08_014,Differentiation,Logarithmic differentiation of complex product/quotient expressions
Q_M_08_014,Differentiation,Second derivative of explicit functions
Q_M_08_015,Differentiation,Logarithmic differentiation of complex product/quotient expressions
Q_M_08_015,Differentiation,Limit-definition-based derivative computation
Q_M_08_016,Differentiation,Cauchy-type functional equations and derivative properties
Q_M_08_016,Differentiation,First-order implicit differentiation
Q_M_08_017,Differentiation,Second derivative of explicit functions
Q_M_08_017,Differentiation,Recognizing a cos θ + b sin θ = R cos(θ − φ) patterns
Q_M_08_018,Differentiation,Implicit differentiation involving transcendental relations
Q_M_08_018,Differentiation,Differentiation of expressions with variable base and variable exponent
Q_M_08_019,Differentiation,Differentiation of x^x and (x^x)^x type functions
Q_M_08_019,Differentiation,Second derivative of explicit functions
Q_M_08_020,Differentiation,Standard chain rule for two-layer compositions
Q_M_08_021,Differentiation,Multi-layer nested chain rule (3+ layers)
Q_M_08_022,Differentiation,Second derivative of explicit functions
Q_M_08_022,Differentiation,Finding g'(a) when f is given and f(b) = a
Q_M_08_023,Differentiation,Logarithmic differentiation of complex product/quotient expressions
Q_M_08_023,Differentiation,Second derivative of explicit functions
Q_M_08_024,Differentiation,Self-referential polynomial definitions f(x) = x³ + x²f'(1) + xf''(2) + f'''(3)
Q_M_08_025,Differentiation,First derivative dy/dx from parametric equations
Q_M_08_025,Differentiation,Second derivative d²y/dx² using parametric formula
Q_M_08_025,Differentiation,Radius of curvature from parametric representation
Q_M_08_026,Differentiation,Differentiation involving log_e(log_e x) and change-of-base
Q_M_08_027,Differentiation,Second derivative of implicit functions
Q_M_08_027,Differentiation,Chain rule for inverse trigonometric compositions
Q_M_08_028,Differentiation,Inverse function theorem: g'(x) = 1/f'(g(x))
Q_M_08_029,Differentiation,Simplification of inverse trig of trig expressions before differentiating
Q_M_08_029,Differentiation,Domain-dependent simplification (sign changes based on interval)
Q_M_08_030,Differentiation,Simplification of inverse trig of trig expressions before differentiating
Q_M_08_030,Differentiation,Domain-dependent simplification (sign changes based on interval)
Q_M_08_030,Differentiation,"Derivatives of tan⁻¹, sin⁻¹, cot⁻¹ of algebraic arguments"
Q_M_08_030,Differentiation,"Derivatives of tan⁻¹, sin⁻¹, cot⁻¹ of algebraic arguments"
Q_M_08_030,Differentiation,"Derivatives of tan⁻¹, sin⁻¹, cot⁻¹ of algebraic arguments"
Q_M_08_031,Differentiation,Simplification of inverse trig of trig expressions before differentiating
Q_M_08_031,Differentiation,Multi-layer nested chain rule (3+ layers)
Q_M_08_032,Differentiation,Recognizing standard substitutions to simplify inverse trig arguments
