question_id,topic,subject,year,shift,question_type,question_text,is_exemplar,exemplar_id,text_length,correct_answer,solution_steps,wrong_options
Q_M_05_053,Circle,Mathematics,2022,25th June Morning,MCQ,"Let a circle C touch the lines L₁: 4x − 3y + K₁ = 0 and L₂: 4x − 3y + K₂ = 0, K₁, K₂ ∈ ℝ. If a line passing through the centre of the circle C intersects L₁ at (−1, 2) and L₂ at (3, −6), then the equation of the circle C is:",False,,224,x² + y² − 2x + 4y − 11 = 0,"[{'step': 1, 'action': ""Identify that L1 and L2 are parallel tangents, so the circle's centre lies halfway between them."", 'concept_used': 'Parallel Tangents'}, {'step': 2, 'action': 'Observe that the line through the centre intersects the tangents at A(-1, 2) and B(3, -6). Thus, the centre is the midpoint of AB, which is (1, -2).', 'concept_used': 'Midpoint Formula'}, {'step': 3, 'action': 'Substitute A(-1,2) in L1 and B(3,-6) in L2 to find K1 = 10 and K2 = -30.', 'concept_used': 'Point-line substitution'}, {'step': 4, 'action': 'Calculate the radius as half the perpendicular distance between the parallel lines L1 and L2, yielding r = 4.', 'concept_used': 'Distance between parallel lines'}, {'step': 5, 'action': ""Write the circle's equation using centre (1, -2) and r = 4, expanding it into the general form."", 'concept_used': 'Equation of a Circle'}]","['x² + y² + 2x − 4y − 11 = 0', 'x² + y² − 2x + 4y + 11 = 0', 'x² + y² + 2x + 4y − 11 = 0']"
Q_M_05_054,Circle,Mathematics,2021,27th August Evening,MCQ,"Let Z be the set of all integers. A = {(x,y) ∈ Z × Z: (x − 2)² + y² ≤ 4}, B = {(x,y) ∈ Z × Z: x² + y² ≤ 4}, C = {(x,y) ∈ Z × Z: (x − 2)² + (y − 2)² ≤ 4}. If the total number of relations from A ∩ B to A ∩ C is 2ᵖ, then the value of p is:",True,EX_M_05_025,237,25,"[{'step': 1, 'action': 'Find the elements in set A intersection B by identifying integer points satisfying both (x - 2)^2 + y^2 <= 4 and x^2 + y^2 <= 4.', 'concept_used': 'Intersection of sets'}, {'step': 2, 'action': 'List the valid points: (0,0), (1,0), (1,1), (1,-1), and (2,0), which means |A intersect B| = 5.', 'concept_used': 'Integer Coordinates'}, {'step': 3, 'action': 'Identify elements in A intersection C by checking the integer points satisfying both (x-2)^2 + y^2 <= 4 and (x-2)^2 + (y-2)^2 <= 4.', 'concept_used': 'Intersection of sets'}, {'step': 4, 'action': 'By symmetry, the number of elements in A intersection C is also 5.', 'concept_used': 'Symmetry'}, {'step': 5, 'action': 'Calculate the total number of relations as 2^(5 * 5) = 2^25, concluding p = 25.', 'concept_used': 'Number of Relations'}]","['10', '32', '20']"
Q_M_05_055,Circle,Mathematics,2021,26th August Evening,MCQ,"A circle C touches the line x = 2y at the point (2, 1) and intersects the circle C₁: x² + y² + 2y − 5 = 0 at two points P and Q such that PQ is a diameter of C₁. Then the diameter of C is:",False,,188,7√5,"[{'step': 1, 'action': 'Write the family of circles touching x = 2y at (2,1) using the equation (x-2)^2 + (y-1)^2 + λ(x - 2y) = 0.', 'concept_used': 'Family of Circles'}, {'step': 2, 'action': 'Find the common chord PQ by subtracting the equation of C1 from the equation of C.', 'concept_used': 'Radical Axis'}, {'step': 3, 'action': 'Since PQ is the diameter of C1, substitute the centre of C1 (0, -1) into the common chord equation to find λ = -7.', 'concept_used': 'Condition for Diameter'}, {'step': 4, 'action': 'Substitute λ back into the equation of C to determine its centre and calculate the radius R.', 'concept_used': 'Equation of a Circle'}, {'step': 5, 'action': 'Calculate the diameter of C, yielding 2R = 7√5.', 'concept_used': 'Diameter Formula'}]","['5√7', '14√5', '7√2']"
Q_M_05_056,Circle,Mathematics,2021,26th August Morning,MCQ,"If a line along a chord of the circle 4x² + 4y² + 120x + 675 = 0, passes through the point (−30, 0) and is tangent to the parabola y² = 30x, then the length of this chord is:",True,EX_M_05_023,174,3√5,"[{'step': 1, 'action': 'Write the standard form of the circle equation to find its centre (-15, 0) and radius R = 15/2.', 'concept_used': 'Completing the Square'}, {'step': 2, 'action': 'Use the condition that the line passing through (-30, 0) is tangent to y^2 = 30x to find the line equation y = mx + 15/(2m).', 'concept_used': 'Tangent to a Parabola'}, {'step': 3, 'action': 'Solve for m by substituting (-30, 0), getting m = ±1/2, thus the line is x ∓ 2y + 30 = 0.', 'concept_used': 'Roots of equation'}, {'step': 4, 'action': ""Calculate the perpendicular distance d from the circle's centre (-15, 0) to the line."", 'concept_used': 'Distance from a Point to a Line'}, {'step': 5, 'action': 'Compute the length of the chord using 2 * sqrt(R^2 - d^2) to get 3√5.', 'concept_used': 'Length of a Chord'}]","['5√3', '6√5', '3√2']"
Q_M_05_057,Circle,Mathematics,2021,27th July Evening,MCQ,"Consider a circle C which touches the y-axis at (0, 6) and cuts off an intercept 6√5 on the x-axis. Then the radius of the circle C is equal to:",False,,144,9,"[{'step': 1, 'action': 'Use the property that the circle touches the y-axis at (0,6), meaning its centre is at (±r, 6) and equation is (x ∓ r)^2 + (y - 6)^2 = r^2.', 'concept_used': 'Tangent to y-axis'}, {'step': 2, 'action': 'Find the points of intersection with the x-axis by setting y = 0, which yields (x ∓ r)^2 + 36 = r^2.', 'concept_used': 'x-intercepts'}, {'step': 3, 'action': 'Express the x-intercept length as 2 * sqrt(r^2 - 36) and set it equal to the given 6√5.', 'concept_used': 'Length of intercept'}, {'step': 4, 'action': 'Square both sides and solve for r^2 to find r = 9.', 'concept_used': 'Algebraic simplification'}]","['8', '10', '11']"
Q_M_05_058,Circle,Mathematics,2021,27th July Morning,MCQ,"Two tangents are drawn from the point P(−1, 1) to the circle x² + y² − 2x − 6y + 6 = 0. If these tangents touch the circle at points A and B, and if D is a point on the circle such that length of the segments AB and AD are equal, then the area of the triangle ABD is equal to:",False,,276,4,"[{'step': 1, 'action': 'Find the centre C(1, 3) and radius R = 2 of the given circle.', 'concept_used': 'Equation of a Circle'}, {'step': 2, 'action': 'Calculate the length of the tangent L from P(-1, 1) to the circle, which is 2.', 'concept_used': 'Length of tangent'}, {'step': 3, 'action': 'Recognize that since R = 2 and L = 2, quadrilateral PACB is a square, implying angle APB = 90 degrees and chord AB = 2√2.', 'concept_used': 'Properties of tangents'}, {'step': 4, 'action': 'Given AD = AB = 2√2, deduce that BD must be the diameter because both chords subtend 90 degrees at the centre.', 'concept_used': 'Angle subtended by chord'}, {'step': 5, 'action': 'Calculate the area of the right-angled triangle ABD (with legs AB and AD) as (1/2) * 2√2 * 2√2 = 4.', 'concept_used': 'Area of Triangle'}]","['2', '8', '6']"
Q_M_05_059,Circle,Mathematics,2021,27th July Morning,MCQ,"Let P and Q be two distinct points on a circle which has center at C(2, 3) and which passes through origin O. If OC is perpendicular to both the line segments CP and CQ, then the set {P, Q} is equal to:",False,,202,"{(-1, 5), (5, 1)}","[{'step': 1, 'action': 'Calculate the radius of the circle as the distance from C(2,3) to O(0,0), which is √13.', 'concept_used': 'Distance Formula'}, {'step': 2, 'action': 'Find the slope of OC as 3/2, so the slope of the line containing P and Q (perpendicular to OC) is -2/3.', 'concept_used': 'Perpendicular Slopes'}, {'step': 3, 'action': 'Write the equation of the line passing through C with slope -2/3, getting 2x + 3y = 13.', 'concept_used': 'Point-Slope Form'}, {'step': 4, 'action': ""Substitute x = (13 - 3y)/2 into the circle's equation (x-2)^2 + (y-3)^2 = 13 to find the coordinates of P and Q."", 'concept_used': 'Intersection of line and circle'}, {'step': 5, 'action': 'Solve the quadratic equation in y to find y = 5 and y = 1, giving the points (-1, 5) and (5, 1).', 'concept_used': 'Solving Quadratic Equations'}]","['{(1, 5), (-5, 1)}', '{(-1, -5), (5, -1)}', '{(1, -5), (-5, -1)}']"
Q_M_05_060,Circle,Mathematics,2021,27th July Morning,MCQ,"Let A = {(x,y) ∈ ℝ × ℝ: 2x² + 2y² − 2x − 2y = 1}, B = {(x,y) ∈ ℝ × ℝ: 4x² + 4y² − 16y + 7 = 0}, C = {(x,y) ∈ ℝ × ℝ: x² + y² − 4x − 2y + 5 ≤ r²}. Then the minimum value of |r| such that A ∪ B ⊆ C is equal to:",False,,207,(2√5 + 3)/2,"[{'step': 1, 'action': 'Find the centre and radius of circle A: centre (1/2, 1/2) and radius R_A = 1.', 'concept_used': 'Equation of a Circle'}, {'step': 2, 'action': 'Find the centre and radius of circle B: centre (0, 2) and radius R_B = 3/2.', 'concept_used': 'Equation of a Circle'}, {'step': 3, 'action': 'Identify the centre of circle C as (2, 1) with radius |r|.', 'concept_used': 'Equation of a Circle'}, {'step': 4, 'action': 'Calculate the distances from the centre of C to the centres of A and B, which are √10/2 and √5, respectively.', 'concept_used': 'Distance Formula'}, {'step': 5, 'action': 'To enclose both, |r| must be at least max(d_A + R_A, d_B + R_B). The maximum is √5 + 3/2 = (2√5 + 3)/2.', 'concept_used': 'Enclosing circles condition'}]","['(√10 + 2)/2', '(2√5 + 1)/2', '(√10 + 3)/2']"
Q_M_05_061,Circle,Mathematics,2021,22th July Evening,MCQ,"Let the circle S: 36x² + 36y² − 108x + 120y + C = 0 be such that it neither intersects nor touches the coordinate axes. If the point of intersection of the lines x − 2y = 4 and 2x − y = 5 lies inside the circle S, then:",False,,219,100 < C < 156,"[{'step': 1, 'action': 'Find the centre (3/2, -5/3) and radius squared R^2 = (181 - C)/36 of the given circle S.', 'concept_used': 'Completing the Square'}, {'step': 2, 'action': 'Apply the condition that S neither intersects nor touches the axes, meaning R < 3/2 and R < 5/3. This requires R^2 < 9/4, giving C > 100.', 'concept_used': 'Position of circle w.r.t axes'}, {'step': 3, 'action': 'Find the intersection point of the lines x - 2y = 4 and 2x - y = 5, which is (2, -1).', 'concept_used': 'Solving Linear Equations'}, {'step': 4, 'action': 'Apply the condition that (2, -1) lies inside S by substituting it into the circle equation to get C < 156.', 'concept_used': 'Point Position w.r.t Circle'}, {'step': 5, 'action': 'Combine the inequalities to obtain the final range 100 < C < 156.', 'concept_used': 'Inequalities'}]","['81 < C < 156', '100 < C < 181', '81 < C < 181']"
Q_M_05_062,Circle,Mathematics,2021,20th July Evening,MCQ,"Let r₁ and r₂ be the radii of the largest and smallest circles, respectively, which pass through the point (−4, 1) and having their centres on the circumference of the circle x² + y² + 2x + 4y − 4 = 0. If r₁/r₂ = a + b√2, then a + b is equal to:",False,,245,5,"[{'step': 1, 'action': 'Identify the centre (-1, -2) and radius 3 of the given circle S.', 'concept_used': 'Equation of a Circle'}, {'step': 2, 'action': 'Express the centre of the variable circle as a point on S: (-1 + 3cosθ, -2 + 3sinθ).', 'concept_used': 'Parametric coordinates of circle'}, {'step': 3, 'action': 'Write the squared distance (radius r^2) from this centre to P(-4, 1), resulting in r^2 = 9[3 + 2(cosθ - sinθ)].', 'concept_used': 'Distance Formula'}, {'step': 4, 'action': 'Find the maximum and minimum values of cosθ - sinθ (±√2) to find r_1^2 = 9(3+2√2) and r_2^2 = 9(3-2√2).', 'concept_used': 'Trigonometric Extrema'}, {'step': 5, 'action': 'Compute the ratio r_1 / r_2, rationalize it to get 3 + 2√2, yielding a = 3 and b = 2, so a + b = 5.', 'concept_used': 'Rationalization'}]","['6', '4', '7']"
Q_M_05_063,Circle,Mathematics,2021,18th March Evening,MCQ,Let S₁: x² + y² = 9 and S₂: (x − 2)² + y² = 1. Then the locus of center of a variable circle S which touches S₁ internally and S₂ externally always passes through the points:,True,EX_M_05_042,174,"(0, ±3/2)","[{'step': 1, 'action': 'Identify S1 (centre (0,0), r1=3) and S2 (centre (2,0), r2=1).', 'concept_used': 'Equation of a Circle'}, {'step': 2, 'action': 'Use the conditions for internal/external touch to relate the distance from the variable centre C to C1 and C2: CC1 = 3 - r and CC2 = 1 + r.', 'concept_used': 'Touching circles condition'}, {'step': 3, 'action': 'Sum these distances to find CC1 + CC2 = 4, showing C traces an ellipse with foci at (0,0) and (2,0) and major axis 2a = 4.', 'concept_used': 'Definition of Ellipse'}, {'step': 4, 'action': 'Determine the center (1,0) and parameters a=2, c=1, b^2=3 of the ellipse, and write its equation (x-1)^2/4 + y^2/3 = 1.', 'concept_used': 'Equation of an Ellipse'}, {'step': 5, 'action': 'Check x=0 to find the y-intercepts: 1/4 + y^2/3 = 1 implies y = ±3/2.', 'concept_used': 'Intercepts'}]","['(0, ±2)', '(1, ±2)', '(2, ±3)']"
Q_M_05_064,Circle,Mathematics,2021,18th March Morning,MCQ,Choose the correct statement about two circles whose equations are given below: x² + y² − 10x − 10y + 41 = 0 and x² + y² − 22x − 10y + 137 = 0,False,,142,They touch each other externally,"[{'step': 1, 'action': 'Calculate the centre and radius of the first circle: C1(5, 5), r1 = 3.', 'concept_used': 'Equation of a Circle'}, {'step': 2, 'action': 'Calculate the centre and radius of the second circle: C2(11, 5), r2 = 3.', 'concept_used': 'Equation of a Circle'}, {'step': 3, 'action': 'Compute the distance between the centres: d = √((11-5)^2 + 0) = 6.', 'concept_used': 'Distance Formula'}, {'step': 4, 'action': 'Compare d with r1 + r2. Since d = 6 and r1 + r2 = 3 + 3 = 6, the distance equals the sum of the radii.', 'concept_used': 'Position of two circles'}]","['They intersect at two distinct points', 'They touch each other internally', 'One circle lies completely inside the other']"
Q_M_05_065,Circle,Mathematics,2021,18th March Morning,MCQ,"For the four circles M, N, O and P, following four equations are given: Circle M: x² + y² = 1, Circle N: x² + y² − 2x = 0, Circle O: x² + y² − 2x − 2y + 1 = 0, Circle P: x² + y² − 2y = 0. If the centre of circle M is joined with centre of the circle N, further center of circle N is joined with centre of the circle O, centre of circle O is joined with the centre of circle P and lastly, centre of circle P is joined with centre of circle M, then these lines form the sides of a:",False,,479,Square,"[{'step': 1, 'action': 'Determine the centre of circle M: (0, 0).', 'concept_used': 'Equation of a Circle'}, {'step': 2, 'action': 'Determine the centre of circle N: (1, 0).', 'concept_used': 'Equation of a Circle'}, {'step': 3, 'action': 'Determine the centre of circle O: (1, 1).', 'concept_used': 'Equation of a Circle'}, {'step': 4, 'action': 'Determine the centre of circle P: (0, 1).', 'concept_used': 'Equation of a Circle'}, {'step': 5, 'action': 'Plot the points (0,0), (1,0), (1,1), and (0,1) and observe they form a square of side length 1.', 'concept_used': 'Properties of Quadrilaterals'}]","['Rectangle but not square', 'Rhombus but not square', 'Parallelogram but not rectangle']"
